Single Agent,Global Agent
-0.4951601564887829,-0.9609113400031243
-1.3109569758146662,-1.0964468166604606
-1.721620609090876,-1.1640612025286947
-1.3535300173451337,-1.5080521718092035
-1.2595249440734475,-0.9014332260494541
